commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
c170248b78a,profiler,Untopiced,[Profiler] Enable Iterative Step without profiler in fbcode (#142077),torch/profiler/__init__.py,https://github.com/pytorch/pytorch/pull/142077,sraikund16,briancoutinho,,,
0b75b7ff2b8,skip,not user facing,[Easy] factor out inductor ophandler decompositions (#142400),torch/_inductor/codegen/common.py torch/_inductor/ops_handler.py,https://github.com/pytorch/pytorch/pull/142400,eellison,Chillee,jansel,,
82ce8882730,cpp_frontend,improvements,c10::string_view -> std::string_view in more places (#142517),c10/util/ConstexprCrc.h c10/util/StringUtil.cpp test/cpp/lazy/test_lazy_ops.cpp test/test_overrides.py tools/lite_interpreter/gen_selected_mobile_ops_header.py torch/csrc/api/include/torch/fft.h torch/csrc/api/include/torch/nn/utils/rnn.h torch/csrc/jit/serialization/source_range_serialization.cpp,https://github.com/pytorch/pytorch/pull/142517,r-barnes,malfet,,,
39cacc1d814,releng,not user facing,Fix missing tests on test tool lint job (#143052),.github/workflows/lint.yml tools/testing/test_run.py,https://github.com/pytorch/pytorch/pull/143052,huydhn,ZainRizvi,,,
a7509e98c55,distributed,Untopiced,[pipelining] fix backward_one_chunk when the output of the model is a… (#142237),torch/distributed/pipelining/stage.py,https://github.com/pytorch/pytorch/pull/142237,Adrien-AM,H-Huang,,,
602c86a420b,distributed,Untopiced,[DSD] Fix strict=False case for DDP (#143038),test/distributed/checkpoint/test_state_dict.py torch/distributed/checkpoint/state_dict.py,https://github.com/pytorch/pytorch/pull/143038,fegin,mori360,,,
fb934629040,inductor,Untopiced,[Reopen][Inductor][CPU] Fuse SmoothQuant int8 linear pattern (#142036),aten/src/ATen/native/quantized/cpu/qlinear.cpp test/inductor/test_mkldnn_pattern_matcher.py torch/_inductor/fx_passes/quantization.py,https://github.com/pytorch/pytorch/pull/142036,Xia-Weiwen,jerryzh168,jgong5,,
2533a5a8430,releng,not user facing,upgrade sccache to 0.9.0 (#142854),.ci/docker/common/install_cache.sh,https://github.com/pytorch/pytorch/pull/142854,wdvr,ZainRizvi,malfet,,
9f5ebf3fc60,skip,not user facing,"Clang-format aten/src/ATen/native/Tensor*{cpp,h} (#143089)",.lintrunner.toml aten/src/ATen/native/TensorAdvancedIndexing.cpp aten/src/ATen/native/TensorAdvancedIndexing.h aten/src/ATen/native/TensorAdvancedIndexingUtils.h aten/src/ATen/native/TensorCompare.cpp aten/src/ATen/native/TensorCompare.h aten/src/ATen/native/TensorConversions.cpp aten/src/ATen/native/TensorConversions.h aten/src/ATen/native/TensorDimApply.h aten/src/ATen/native/TensorFactories.cpp aten/src/ATen/native/TensorFactories.h aten/src/ATen/native/TensorIteratorDynamicCasting.h aten/src/ATen/native/TensorIteratorReduce.cpp aten/src/ATen/native/TensorProperties.cpp aten/src/ATen/native/TensorShape.cpp aten/src/ATen/native/TensorShape.h aten/src/ATen/native/TensorTransformations.cpp aten/src/ATen/native/TensorTransformations.h,https://github.com/pytorch/pytorch/pull/143089,cyyever,albanD,,,
dbe4b69df05,inductor,not user facing,[Inductor] Fix cooperative reduction tests broken in recent refactor (#143135),test/inductor/test_cooperative_reductions.py,https://github.com/pytorch/pytorch/pull/143135,blaine-rister,huydhn,jansel,,
ab04f3aee1d,skip,not user facing,[ca] set autograd graph task state (#143108),test/inductor/test_compiled_autograd.py torch/csrc/autograd/engine.cpp,https://github.com/pytorch/pytorch/pull/143108,xmfan,albanD,jansel,,
ceb664aca68,skip,not user facing,add float_args benchmark (#143143),benchmarks/dynamo/pr_time_benchmarks/benchmarks/float_args.py,https://github.com/pytorch/pytorch/pull/143143,bobrenjc93,laithsakka,,,
b731ced91f5,skip,Untopiced,Prologue Fusion (#134532),test/inductor/test_max_autotune.py torch/_inductor/choices.py torch/_inductor/codecache.py torch/_inductor/codegen/common.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/cuda/cuda_cpp_scheduling.py torch/_inductor/codegen/cuda_combined_scheduling.py torch/_inductor/codegen/rocm/rocm_cpp_scheduling.py torch/_inductor/codegen/simd.py torch/_inductor/codegen/triton.py torch/_inductor/config.py torch/_inductor/ir.py torch/_inductor/kernel/mm.py torch/_inductor/kernel/mm_common.py torch/_inductor/scheduler.py torch/_inductor/select_algorithm.py,https://github.com/pytorch/pytorch/pull/134532,eellison,jansel,,,
57c46af47a9,inductor,Untopiced,[Inductor][CPU] Add torchao da8w8 pattern with sym quantized act & wgt (#142110),test/inductor/test_mkldnn_pattern_matcher.py torch/_inductor/fx_passes/quantization.py,https://github.com/pytorch/pytorch/pull/142110,sanchitintel,jgong5,leslie-fang-intel,,
b7ad52abb01,distributed,Untopiced,Use new group instead of split group on non-CUDA device (#141469),torch/distributed/device_mesh.py torch/distributed/tensor/parallel/fsdp.py,https://github.com/pytorch/pytorch/pull/141469,zhangxiaoli73,albanD,gujinghui,kwen2501,
b5d8d2444ae,skip,not user facing,add README.md for compile time benchmarks (#143145),benchmarks/dynamo/pr_time_benchmarks/README.md,https://github.com/pytorch/pytorch/pull/143145,bobrenjc93,laithsakka,,,
b4f4c75e196,skip,not user facing,[dynamo] Support multiple inheritance for custom dict construction (#142416),test/dynamo/test_misc.py torch/_dynamo/variables/builtin.py torch/_dynamo/variables/dicts.py torch/_dynamo/variables/nn_module.py,https://github.com/pytorch/pytorch/pull/142416,StrongerXi,jansel,,,
72fd7abb35c,skip,not user facing,[ca] fix flex attention backward HOP capture in initial graph (#143155),test/inductor/test_compiled_autograd.py torch/_higher_order_ops/flex_attention.py,https://github.com/pytorch/pytorch/pull/143155,xmfan,drisspg,,,
075905b7bdf,skip,Untopiced,[14/N] Fix extra warnings brought by clang-tidy-17 (#141644),aten/src/ATen/MatrixRef.h aten/src/ATen/cuda/CUDABlas.cpp test/cpp/api/optim.cpp torch/csrc/CudaIPCTypes.cpp torch/csrc/Generator.cpp torch/csrc/Generator.h torch/csrc/PyInterpreter.cpp torch/csrc/api/include/torch/cuda.h torch/csrc/api/include/torch/data/dataloader/base.h torch/csrc/api/include/torch/nn/modules/container/any_value.h torch/csrc/api/include/torch/optim/adagrad.h torch/csrc/api/include/torch/optim/optimizer.h torch/csrc/api/include/torch/optim/schedulers/lr_scheduler.h torch/csrc/api/include/torch/ordered_dict.h torch/csrc/api/src/cuda.cpp torch/csrc/autograd/autograd_not_implemented_fallback.cpp torch/csrc/autograd/custom_function.h torch/csrc/autograd/functions/accumulate_grad.cpp torch/csrc/autograd/functions/comm.cpp torch/csrc/autograd/functions/tensor.cpp torch/csrc/autograd/functions/utils.cpp torch/csrc/autograd/profiler_python.cpp torch/csrc/autograd/variable.h torch/csrc/distributed/autograd/context/context.h,https://github.com/pytorch/pytorch/pull/141644,cyyever,ezyang,,,
c37185c76ae,skip,not user facing,[BE] Stop using deprecated APIs in mkldnn_pattern_matcher (#143156),test/inductor/test_mkldnn_pattern_matcher.py,https://github.com/pytorch/pytorch/pull/143156,malfet,kit1980,,,
9f90583ca20,releng,not user facing,[CI] Run aarch64 tests on Graviton3 (#143129),.github/workflows/linux-aarch64.yml test/inductor/test_mkldnn_pattern_matcher.py,https://github.com/pytorch/pytorch/pull/143129,malfet,digantdesai,,,
3e1f5875143,inductor,bug fixes,[AOTI] Fix an autotune block grid computation issue (#143098),test/inductor/test_aot_inductor.py torch/_inductor/select_algorithm.py,https://github.com/pytorch/pytorch/pull/143098,desertfire,henrylhtsang,,,
810808d97d2,distributed,not user facing,Enable cutlass-based all-gather matmul when TORCH_SYMM_MEM_ENABLE_NATIVE_ASYNC_TP is set (#142283),test/distributed/test_symmetric_memory.py torch/distributed/_symmetric_memory/__init__.py,https://github.com/pytorch/pytorch/pull/142283,yifuwang,Chillee,weifengpy,,
fbfc530442d,export,Untopiced,[export][ez] Fix forward D67044185 (#143193),torch/_export/serde/gen-cpp2/export_schema_types_custom_protocol.h,https://github.com/pytorch/pytorch/pull/143193,zhxchen17,tugsbayasgalan,,,
da67a6a7bb2,inductor,not user facing,[inductor] Replace set by OrderedSet (#138466),.lintrunner.toml benchmarks/dynamo/pr_time_benchmarks/expected_results.csv torch/_inductor/async_compile.py torch/_inductor/autotune_process.py torch/_inductor/codecache.py torch/_inductor/codegen/common.py torch/_inductor/codegen/cpp.py torch/_inductor/codegen/cpp_flex_attention_template.py torch/_inductor/codegen/cpp_gemm_template.py torch/_inductor/codegen/cpp_template_kernel.py torch/_inductor/codegen/cpp_utils.py torch/_inductor/codegen/cpp_wrapper_cpu.py torch/_inductor/codegen/cpp_wrapper_cpu_array_ref.py torch/_inductor/codegen/cuda/cuda_template.py torch/_inductor/codegen/cuda/cutlass_utils.py torch/_inductor/codegen/halide.py torch/_inductor/codegen/memory_planning.py torch/_inductor/codegen/multi_kernel.py torch/_inductor/codegen/rocm/rocm_benchmark_request.py torch/_inductor/codegen/simd.py torch/_inductor/codegen/simd_kernel_features.py torch/_inductor/codegen/triton.py torch/_inductor/codegen/triton_combo_kernel.py torch/_inductor/codegen/triton_split_scan.py torch/_inductor/codegen/wrapper.py torch/_inductor/comm_lowering.py torch/_inductor/comms.py torch/_inductor/compile_fx.py torch/_inductor/constant_folding.py torch/_inductor/cudagraph_trees.py torch/_inductor/cudagraph_utils.py torch/_inductor/debug.py torch/_inductor/dependencies.py torch/_inductor/dtype_propagation.py torch/_inductor/fx_passes/b2b_gemm.py torch/_inductor/fx_passes/ddp_fusion.py torch/_inductor/fx_passes/dedupe_symint_uses.py torch/_inductor/fx_passes/group_batch_fusion.py torch/_inductor/fx_passes/joint_graph.py torch/_inductor/fx_passes/micro_pipeline_tp.py torch/_inductor/fx_passes/misc_patterns.py torch/_inductor/fx_passes/mkldnn_fusion.py torch/_inductor/fx_passes/numeric_utils.py torch/_inductor/fx_passes/post_grad.py torch/_inductor/fx_passes/pre_grad.py torch/_inductor/fx_passes/reinplace.py torch/_inductor/fx_passes/split_cat.py torch/_inductor/fx_utils.py torch/_inductor/graph.py torch/_inductor/ir.py torch/_inductor/kernel/flex_attention.py torch/_inductor/kernel/mm_common.py torch/_inductor/lowering.py torch/_inductor/memory.py torch/_inductor/metrics.py torch/_inductor/ops_handler.py torch/_inductor/output_code.py torch/_inductor/pattern_matcher.py torch/_inductor/runtime/triton_heuristics.py torch/_inductor/scheduler.py torch/_inductor/select_algorithm.py torch/_inductor/sizevars.py torch/_inductor/subgraph_lowering.py torch/_inductor/utils.py torch/_inductor/virtualized.py torch/_inductor/wrapper_benchmark.py,https://github.com/pytorch/pytorch/pull/138466,rec,eellison,,,
3f62054de1f,releng,not user facing,[ROCm] upgrade nightly wheels to rocm6.3 - 1 of 2 (docker images) (#142151),.github/workflows/build-libtorch-images.yml .github/workflows/build-manywheel-images.yml,https://github.com/pytorch/pytorch/pull/142151,jithunnair-amd,jeffdaily,,,
82a45d19b45,python_frontend,Untopiced,Expose sharedMemPerMultiprocessor device property to python (#143119),torch/csrc/cuda/Module.cpp,https://github.com/pytorch/pytorch/pull/143119,peterbell10,ezyang,,,
23b8ea3094b,dynamo,Untopiced,Allow disabling int specialization on nn.Modules (#142829),test/dynamo/test_modules.py torch/_dynamo/config.py torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/142829,jhadidjojo,ezyang,yanboliang,,
e0c8abda76c,python_frontend,not user facing,Fix potentially undefined behaviour in index_put sample input (#143116),test/test_mps.py torch/testing/_internal/common_methods_invocations.py,https://github.com/pytorch/pytorch/pull/143116,GeorgeWigley,albanD,,,
63e1f97f4b8,dynamo,not user facing,dynamo tracing perf: don't unnecessarily call getframeinfo on the hot path: 47.26 -> 37.66 (#143066),benchmarks/dynamo/pr_time_benchmarks/expected_results.csv torch/_dynamo/guards.py,https://github.com/pytorch/pytorch/pull/143066,aorenste,jansel,,,
b472d82c96a,dynamo,not user facing,dynamo tracing perf: import in build: 60.48 -> 59.92 (#143056),torch/_dynamo/variables/base.py,https://github.com/pytorch/pytorch/pull/143056,aorenste,jansel,,,
6bcda3a21a6,dynamo,not user facing,dynamo tracing perf: cache on import_source: 52.9 -> 52.58 (#143058),torch/_dynamo/symbolic_convert.py torch/utils/_functools.py,https://github.com/pytorch/pytorch/pull/143058,aorenste,jansel,,,
6178be822dc,dynamo,not user facing,dynamo tracing perf: direct Guard: 52.58 -> 51.76 (#143059),torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/143059,aorenste,jansel,williamwen42,,
bf711a9ccef,cuda,Untopiced,[ROCm] Improve performance of reduce sum for 3D shapes (#143137),aten/src/ATen/native/cuda/Reduce.cuh,https://github.com/pytorch/pytorch/pull/143137,doru1004,eqy,jeffdaily,,
9d05c8110da,skip,not user facing,Require Config to have a default (#143150),torch/testing/_internal/fake_config_module.py torch/utils/_config_module.py,https://github.com/pytorch/pytorch/pull/143150,oulgen,ezyang,,,
f1ff8bc1c56,skip,not user facing,Add type to Config (#143151),torch/utils/_config_module.py,https://github.com/pytorch/pytorch/pull/143151,oulgen,ezyang,,,
1ebdfd56053,skip,not user facing,Migrate compiler config to Config (#143152),torch/compiler/config.py,https://github.com/pytorch/pytorch/pull/143152,oulgen,ezyang,,,
8f404467707,dynamo,bug fixes,Fix precedence of bitwise and/or printing (#143197),test/dynamo/test_repros.py torch/utils/_sympy/functions.py torch/utils/_sympy/printers.py,https://github.com/pytorch/pytorch/pull/143197,ezyang,albanD,williamwen42,,
fe9365f3f57,releng,not user facing,Add check_binary workflow to pytorch/pytorch (#143201),.github/workflows/test-check-binary.yml,https://github.com/pytorch/pytorch/pull/143201,atalman,malfet,seemethere,,
e87f07d3b8c,skip,Untopiced,"Revert ""Migrate compiler config to Config (#143152)""",torch/compiler/config.py,,,,,,
52f31cc238a,skip,not user facing,dynamo tracing perf: Guard slots: 51.76 -> 51.34 (#143060),torch/_guards.py,https://github.com/pytorch/pytorch/pull/143060,aorenste,jansel,,,
65d0a25289e,skip,not user facing,[associative_scan] patch inductor tests to always run with static shape (#143161),test/inductor/test_torchinductor.py,https://github.com/pytorch/pytorch/pull/143161,ydwu4,eellison,,,
0d6d29af380,skip,not user facing,[CUDA] Follow up to clean up some `set_per_process_memory_fraction` usage in tests (#142811),test/test_cuda.py,https://github.com/pytorch/pytorch/pull/142811,eqy,Skylion007,,,
60c54467dbd,releng,not user facing,[logging] Log runtime autotuning timing to scuba (#141919),.ci/pytorch/common_utils.sh .ci/pytorch/win-test.sh test/dynamo/test_structured_trace.py test/dynamo/test_utils.py torch/_dynamo/metrics_context.py torch/_dynamo/utils.py torch/_guards.py torch/_inductor/codegen/triton.py torch/_inductor/output_code.py torch/_inductor/runtime/triton_heuristics.py torch/_logging/_internal.py,https://github.com/pytorch/pytorch/pull/141919,masnesral,ezyang,jamesjwu,,
8fae4397b4f,inductor,not user facing,"Add ""inductor_pre_grad_graph"" logging (#142717) (#143126)",test/dynamo/test_logging.py test/dynamo/test_structured_trace.py torch/_inductor/compile_fx.py torch/_logging/_internal.py torch/_logging/_registrations.py,https://github.com/pytorch/pytorch/pull/143126,yushangdi,desertfire,,,
e19f493f02d,dynamo,not user facing,add private config to temporarily preserve old FSDP guard behavior (#142871),torch/_dynamo/config.py torch/_dynamo/guards.py torch/_guards.py,https://github.com/pytorch/pytorch/pull/142871,bdhirsh,yf225,,,
d25e6e623fe,quantization,not user facing,Fix unused Python variables in test/[a-d]* (#134665),test/ao/sparsity/test_kernels.py test/ao/sparsity/test_qlinear_packed_params.py test/ao/sparsity/test_sparsifier.py test/ao/sparsity/test_sparsity_utils.py test/ao/sparsity/test_structured_sparsifier.py test/autograd/test_functional.py test/bottleneck_test/test_cuda.py test/custom_operator/test_custom_ops.py test/distributed/_composable/fsdp/test_fully_shard_clip_grad_norm_.py test/distributed/_composable/fsdp/test_fully_shard_comm.py test/distributed/_composable/fsdp/test_fully_shard_compile.py test/distributed/_composable/fsdp/test_fully_shard_extensions.py test/distributed/_composable/fsdp/test_fully_shard_init.py test/distributed/_composable/fsdp/test_fully_shard_logging.py test/distributed/_composable/fsdp/test_fully_shard_training.py test/distributed/_composable/test_checkpoint.py test/distributed/_composable/test_composability/test_2d_composability.py test/distributed/_composable/test_composability/test_pp_composability.py test/distributed/_composable/test_replicate_with_compiler.py test/distributed/_shard/sharded_tensor/ops/test_binary_cmp.py test/distributed/_shard/sharded_tensor/ops/test_init.py test/distributed/_shard/sharded_tensor/test_sharded_tensor.py test/distributed/_shard/sharding_plan/test_sharding_plan.py test/distributed/_tensor/debug/test_comm_mode.py test/distributed/_tensor/debug/test_comm_mode_features.py test/distributed/_tensor/test_dtensor.py test/distributed/_tensor/test_dtensor_compile.py test/distributed/_tensor/test_random_ops.py test/distributed/_tensor/test_redistribute.py test/distributed/_tensor/test_tensor_ops.py test/distributed/_tensor/test_utils.py test/distributed/_tensor/test_xla_integration.py test/distributed/algorithms/quantization/test_quantization.py test/distributed/checkpoint/e2e/test_e2e_save_and_load.py test/distributed/checkpoint/e2e/test_fine_tuning.py test/distributed/checkpoint/test_checkpoint.py test/distributed/checkpoint/test_fsdp_tp_checkpoint_conversion.py test/distributed/checkpoint/test_hsdp_checkpoint.py test/distributed/checkpoint/test_nested_dict.py test/distributed/checkpoint/test_save_load_api.py test/distributed/checkpoint/test_state_dict.py test/distributed/checkpoint/test_state_dict_utils.py test/distributed/elastic/multiprocessing/api_test.py test/distributed/elastic/rendezvous/c10d_rendezvous_backend_test.py test/distributed/elastic/rendezvous/dynamic_rendezvous_test.py test/distributed/elastic/rendezvous/rendezvous_backend_test.py test/distributed/elastic/timer/file_based_local_timer_test.py test/distributed/fsdp/test_checkpoint_wrapper.py test/distributed/fsdp/test_fsdp_dtensor_state_dict.py test/distributed/fsdp/test_fsdp_fine_tune.py test/distributed/fsdp/test_fsdp_freezing_weights.py test/distributed/fsdp/test_fsdp_memory.py test/distributed/fsdp/test_fsdp_misc.py test/distributed/fsdp/test_fsdp_mixed_precision.py test/distributed/fsdp/test_fsdp_multiple_wrapping.py test/distributed/fsdp/test_fsdp_optim_state.py test/distributed/fsdp/test_fsdp_state_dict.py test/distributed/fsdp/test_fsdp_unshard_params.py test/distributed/fsdp/test_fsdp_use_orig_params.py test/distributed/fsdp/test_utils.py test/distributed/launcher/launch_test.py test/distributed/pipelining/model_registry.py test/distributed/pipelining/test_backward.py test/distributed/pipelining/test_schedule.py test/distributed/pipelining/test_schedule_multiproc.py test/distributed/pipelining/test_stage.py test/distributed/pipelining/test_unflatten.py test/distributed/tensor/parallel/test_micro_pipeline_tp.py test/distributed/tensor/parallel/test_tp_examples.py test/distributed/tensor/parallel/test_tp_style.py test/distributed/test_c10d_common.py test/distributed/test_c10d_functional_native.py test/distributed/test_c10d_gloo.py test/distributed/test_c10d_nccl.py test/distributed/test_c10d_ops_nccl.py test/distributed/test_c10d_ucc.py test/distributed/test_collective_utils.py test/distributed/test_data_parallel.py test/distributed/test_device_mesh.py test/distributed/test_dynamo_distributed.py test/distributed/test_functional_api.py test/distributed/test_inductor_collectives.py test/distributed/test_launcher.py test/distributed/test_store.py test/distributed/test_symmetric_memory.py test/distributions/test_distributions.py test/dynamo/test_activation_checkpointing.py test/dynamo/test_aot_autograd.py test/dynamo/test_aot_autograd_cache.py test/dynamo/test_autograd_function.py test/dynamo/test_backends.py test/dynamo/test_backward_higher_order_ops.py test/dynamo/test_bytecode_utils.py test/dynamo/test_compiler_bisector.py test/dynamo/test_comptime.py test/dynamo/test_ctx_manager.py test/dynamo/test_cudagraphs.py test/dynamo/test_debug_utils.py test/dynamo/test_decorators.py test/dynamo/test_exc.py test/dynamo/test_exceptions.py test/dynamo/test_export.py test/dynamo/test_frame_init.py test/dynamo/test_functions.py test/dynamo/test_graph_deduplication.py test/dynamo/test_graph_region_tracker.py test/dynamo/test_higher_order_ops.py test/dynamo/test_hooks.py test/dynamo/test_logging.py test/dynamo/test_misc.py test/dynamo/test_modes.py test/dynamo/test_modules.py test/dynamo/test_prim_hop_base.py test/dynamo/test_profiler.py test/dynamo/test_reorder_logs.py test/dynamo/test_repros.py test/dynamo/test_resume.py test/dynamo/test_structured_trace.py test/dynamo/test_subclasses.py test/dynamo/test_subgraphs.py,https://github.com/pytorch/pytorch/pull/134665,rec,albanD,,,
